Data_vygruzki,kadastr,object_type,build_year,name,wall_material,Etazh_raspolozheniya__dlya_pomescheniya__MM_,God_vvoda,Kod_podgruppy__iz_perechnya_,KN_roditelskogo_obyekta__dlya_pomescheniy_,Etazhnost__dlya_zdaniya__roditelya_,Naznachenie,Kod_NP__iz_perechnya_,Kod_rascheta_vida_ispolzovaniya__iz_perechnya_,address,permitted_use,Kategoriya,Vid_kharakteristiki,deal_type,KN_ZU__v_granitsakh_kotorogo_raspolozhen_OKS,Nalichie_OKS_v_granitsakh_ZU,Data_vydachi__dokumenta_osnovaniya,Data_registratsii_prava,price_per_sqm,Vid_zaregistrirovannogo_prava__Kod_,Kolichestvo_obyektov_nedvizhimosti,KS_s_perechnya,Dolya_CHislitel,Dolya_Znamenatel,sravnenie,Razmer_priobretaemoy_doli_ili_razmery_priobretaemykh_doley,ploshad_zu_v_sostave,area,price_total,Маркер_Выброса,object_type_code,wall_material_code
2025-04-01,89:11:040101:2287,Земельный участок,2015.0,,,,,,,,,11:0,13:021,"Ямало-Ненецкий автономный округ, г Новый Уренгой, западнее Северной коммунальной зоны на территории дачного потребительского кооператива У-ДАЧА, участок №55",Ведение дачного хозяйства,Земли населенных пунктов,площадь,Купля-продажа,,0,2025-02-10,2025-02-21,246.10600000000002,001001000000,1,738318.0,,,нет,,,600.0,147663.6,,1.0,0.0
2025-04-01,89:11:030206:2,Земельный участок,2015.0,,,,,,,,,11:0,04:040,"Ямало-Ненецкий автономный округ, г Новый Уренгой, Южная коммунальная зона",магазины (4.4),Земли населенных пунктов,площадь,Купля-продажа,,89:11:000000:1427;89:11:000000:904,2024-10-15,2025-02-21,2928.07,001001000000,1,3054122.35,,,нет,,,947.0,2772882.29,,1.0,0.0
2025-04-01,89:11:040101:7993,Земельный участок,2015.0,,,,,,,,,11:0,13:021,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, район Северный",Ведение садоводства (код 13.2),Земли населенных пунктов,площадь,Купля-продажа,,0,2024-12-19,2025-02-21,246.105993485342,001001000000,1,755545.42,,,нет,,,614.0,151109.08,,1.0,0.0
2025-04-01,89:11:040101:7775,Земельный участок,2015.0,,,,,,,,,11:0,13:011,"Ямало-Ненецкий автономный округ, г Новый Уренгой, ул Северная, район Северный",ведение огородничества (код 13.1),Земли населенных пунктов,площадь,Купля-продажа,,0,2024-11-25,2025-02-21,1206.4,001001000000,1,723840.0,,,да,,,600.0,723840.0,,1.0,0.0
2025-04-01,89:11:040101:8010,Земельный участок,2015.0,,,,,,,,,11:0,13:011,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, район Северный",ведение огородничества (код 13.1),Земли населенных пунктов,площадь,Купля-продажа,,0,2024-11-25,2025-02-21,1230.53,001001000000,1,738318.0,,,да,,,600.0,738318.0,,1.0,0.0
2025-04-01,89:12:110904:10,Земельный участок,2015.0,,,,,,,,,12:0,02:071,"Ямало-Ненецкий автономный округ, г Ноябрьск, ГК ""Пелей-5"",ряд 23",для размещения гаражей и автостоянок,Земли населенных пунктов,площадь,Купля-продажа,,0,2025-02-14,2025-02-24,3103.448275862069,001001000000,1,72555.39,,,нет,,,29.0,90000.0,,1.0,0.0
2025-04-01,89:01:010805:948,Земельный участок,2015.0,,,,,,,,,1:0,02:011,"Ямало-Ненецкий автономный округ, м.р-н Шурышкарский , с.п. Мужевское, с Мужи, ул Истомина, з/у 25б","Земельные участки предназначенные для индивидуального жилищного строительства. Код ""2.1""",Земли населенных пунктов,площадь,Купля-продажа,,0,2025-02-22,2025-02-25,2943.8822447102116,001001000000,1,815282.61,,,нет,,,1087.0,3200000.0,,1.0,0.0
2025-04-01,89:12:110201:398,Земельный участок,2015.0,,,,,,,,,12:1,13:021,"Ямало-Ненецкий автономный округ, г Ноябрьск, 16 км. автодороги г.Ноябрьск - Холмогорское месторождение, участок 40",Ведение дачного хозяйства (13.3),Земли сельскохозяйственного назначения,площадь,Купля-продажа,,0,2025-02-25,2025-02-26,507.98258345428155,001001000000,1,93607.54,,,нет,,,689.0,350000.0,,1.0,0.0
2025-04-01,89:13:010210:444,Земельный участок,2015.0,,,,,,,,,13:0,02:071,"Ямало-Ненецкий автономный округ, городской округ город Муравленко, город Муравленко, улица Энтузиастов, земельный участок 39/15/452",Размещение гаражей для собственных нужд (2.7.2),Земли населенных пунктов,площадь,Купля-продажа,,0,2025-02-25,2025-02-27,14500.0,001001000000,1,0.0,,,нет,,,30.0,435000.0,,1.0,0.0
2025-04-01,89:11:030301:7682,Земельный участок,2015.0,,,,,,,,,11:0,13:021,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, Восточная промзона",Ведение садоводства (код 13.2),Земли населенных пунктов,площадь,Купля-продажа,,0,2024-12-28,2025-03-04,217.066,001001000000,1,526385.05,,,нет,,,485.0,105277.01,,1.0,0.0
2025-04-01,89:08:070101:1912,Земельный участок,2015.0,,,,,,,,,8:2,13:021,"Ямало-Ненецкий автономный округ, г Салехард, территория дачного некоммерческого товарищества ""Надежда"", 15-ый Лесной проезд, 8","ведение дачного хозяйства, код 13.3",Земли сельскохозяйственного назначения,площадь,Купля-продажа,,0,2025-03-06,2025-03-07,3285.714285714286,001001000000,1,627767.0,,,нет,,,700.0,2300000.0,,1.0,0.0
2025-04-01,89:05:020112:260,Земельный участок,2015.0,,,,,,,,,5:0,02:011,"Ямало-Ненецкий автономный округ, р-н Пуровский, г Тарко-Сале, мкр Окуневый, участок № 86.",Для индивидуального жилищного строительства,Земли населенных пунктов,площадь,Купля-продажа,,0,2025-02-28,2025-03-07,3395.585738539898,001003000000,1,1592390.95,,,нет,,,589.0,2000000.0,,1.0,0.0
2025-04-01,89:08:020201:608,Земельный участок,2015.0,,,,,,,,,8:0,02:011,"Ямало-Ненецкий автономный округ, городской округ город Салехард, город Салехард, ул Б.Кнунянца, земельный участок 12",для индивидуального жилищного строительства,Земли населенных пунктов,площадь,Купля-продажа,,89:08:020201:151;89:08:020201:406,2025-03-10,2025-03-11,11557.177615571776,001001000000,1,2797109.82,,,нет,,,822.0,9500000.0,,1.0,0.0
2025-04-01,89:12:110616:6759,Земельный участок,2015.0,,,,,,,,,12:0,02:071,"Ямало-Ненецкий автономный округ, городской округ город Ноябрьск, город Ноябрьск, улица Холмогорская, земельный участок 15а/17",Размещение гаражей для собственных нужд (2.7.2),Земли населенных пунктов,площадь,Купля-продажа,,0,2025-03-11,2025-03-12,2602.98,001001000000,1,0.0,,,нет,,,31.0,80692.38,,1.0,0.0
2025-04-01,89:08:070101:1623,Земельный участок,2015.0,,,,,,,,,8:2,13:021,"Ямало-Ненецкий автономный округ, Городской округ город Салехард, ДНТ ""Надежда"", Лесной 7-й проезд, участок № 3","земельные участки, находящиеся в составе дачных, садоводческих и огороднических объединений",Земли сельскохозяйственного назначения,площадь,Купля-продажа,,0,2025-03-10,2025-03-12,2857.1428571428573,001001000000,1,627767.0,,,нет,,,700.0,2000000.0,,1.0,0.0
2025-04-01,89:12:110103:2613,Земельный участок,2015.0,,,,,,,,,12:0:1,02:071,"Ямало-Ненецкий автономный округ, город Ноябрьск, ул. Привокзальная, земельный участок 4/223",Размещение гаражей для собственных нужд,Земли населенных пунктов,площадь,Купля-продажа,,0,2025-03-10,2025-03-13,1751.33,001001000000,1,0.0,,,нет,,,42.0,73555.86,,1.0,0.0
